zip,lat,lng,population,density
46705,41.51816,-85.06029,1988,34.5
46706,41.34242,-85.03922,20277,89.1
46710,41.35167,-85.25168,4486,38.9
46711,40.6635,-84.92398,8211,55.0
46714,40.71774,-85.17319,15257,44.3
46721,41.4237,-84.87425,4890,24.0
46723,41.23828,-85.32441,7575,50.2
46725,41.1518,-85.47655,22941,43.7
46730,41.454,-85.15504,1183,16.3
46731,40.79751,-85.10267,858,21.0
46732,41.37697,-85.62169,2434,40.1
46733,40.83033,-84.94023,19246,43.1
46737,41.72209,-84.92233,7076,42.9
46738,41.32189,-85.13731,8462,125.5
46740,40.60298,-84.9638,4766,29.5
46741,41.21161,-84.95176,4218,64.9
46742,41.54919,-84.87892,3126,23.2
46743,41.21511,-84.85321,2191,36.3
46745,40.95194,-85.00887,1895,39.4
46746,41.72257,-85.34914,4474,24.1
46747,41.56042,-85.15349,2566,26.8
46748,41.24829,-85.16727,6933,143.4
46750,40.87677,-85.49674,27341,52.4
46755,41.45119,-85.27209,15528,80.0
46759,40.59855,-85.18299,381,5.3
46760,41.34441,-85.55654,1129,18.5
46761,41.63576,-85.37127,11985,37.6
46763,41.29418,-85.2415,1358,21.1
46764,41.2176,-85.62376,1697,20.4
46765,41.23361,-85.04047,5972,182.3
46766,40.70984,-85.29424,614,16.5
46767,41.46487,-85.5764,8979,51.1
46770,40.8298,-85.31873,2604,19.2
46771,41.69272,-85.29639,193,64.5
46772,40.7221,-84.91153,3164,32.8
46773,40.98401,-84.8759,3270,15.9
46774,41.09103,-84.96955,17066,125.0
46776,41.72793,-85.16878,1607,24.8
46777,40.87248,-85.15236,6136,41.0
46778,40.61055,-85.15491,83,12.4
46779,41.5725,-85.03094,2184,25.8
46781,40.63659,-85.27339,879,13.2
46783,40.97399,-85.35578,7610,48.2
46784,41.49797,-85.38797,1999,57.8
46785,41.31974,-84.88506,1630,24.6
46786,41.53156,-85.27269,38,543.6
46787,41.06598,-85.62085,4144,24.3
46788,41.27005,-84.90876,4372,48.9
46789,41.58274,-85.19742,149,480.3
46791,40.83699,-85.24325,1025,24.5
46792,40.68472,-85.43798,3577,14.0
46793,41.46106,-85.01928,4122,30.0
46794,41.46654,-85.45946,1138,17.4
46795,41.55116,-85.33941,7011,47.4
46796,41.3367,-85.49583,217,3046.3
46797,41.12749,-84.86046,4438,34.4
46798,40.94256,-85.22113,1008,21.4
46799,40.91592,-85.27923,455,276.4
46802,41.06787,-85.16299,10360,952.3
46803,41.06972,-85.08532,11187,577.8
46804,41.05421,-85.23913,29177,636.3
46805,41.09918,-85.11762,21851,1316.0
46806,41.04649,-85.09224,26060,1218.9
46807,41.04489,-85.14763,16285,1952.5
46808,41.09887,-85.17619,19916,725.7
46809,41.00088,-85.2102,8677,135.5
46814,41.04616,-85.30805,16906,342.5
46815,41.1034,-85.05913,26811,1071.4
46816,41.00396,-85.04169,19240,206.2
46818,41.14698,-85.25111,21914,126.7
46819,40.96409,-85.13256,9318,138.5
46825,41.15397,-85.12425,29071,720.1
46835,41.15086,-85.04536,37589,670.5
46845,41.2051,-85.10789,28664,483.8
46901,40.52487,-86.15639,38254,104.8
46902,40.43743,-86.09111,36640,279.0
46910,41.04537,-86.04151,3125,20.1
46911,40.62859,-85.94673,1742,17.5
46913,40.50364,-86.49739,1386,16.3
46914,40.63068,-86.09515,3997,53.2
46915,40.47832,-86.38636,639,99.0
46917,40.62071,-86.46893,1992,14.6
46919,40.58826,-85.8706,1792,16.2
46920,40.46459,-86.49502,1397,16.9
46922,41.13993,-86.42197,0,0.0
46923,40.606,-86.64568,8036,23.0
46926,40.88283,-86.04945,1414,15.3
46928,40.40763,-85.68618,4450,23.9
46929,40.54802,-86.47411,3029,24.0
46930,40.40946,-85.57261,202,414.5
46931,40.94693,-86.26456,290,620.5
46932,40.59675,-86.26243,2996,21.0
46933,40.47887,-85.58091,6469,226.1
46936,40.47942,-85.93102,5956,35.3
46937,40.41523,-86.03693,19,21.7
46938,40.4482,-85.64892,2576,32.0
46939,40.99337,-86.40359,1757,7.1
46940,40.6882,-85.69857,2913,19.0
46941,40.82833,-85.69723,878,13.0
46943,40.9735,-85.84038,113,159.1
46945,41.1211,-86.38516,0,0.0
46946,41.03932,-85.73019,92,107.3
46947,40.76044,-86.37303,28830,58.5
46950,40.88391,-86.37162,385,5.0
46951,40.94616,-86.10528,2016,11.7
46952,40.59882,-85.63249,17825,65.2
46953,40.51928,-85.643,23570,106.3
46957,40.38866,-85.49917,493,444.3
46958,40.81817,-86.12107,603,180.1
46959,40.61272,-86.11245,573,539.6
46960,41.15735,-86.52397,1123,10.6
46961,40.76573,-86.18786,47,44.5
46962,40.98774,-85.76675,8994,32.7
46965,40.41601,-86.10183,44,49.0
46967,40.69504,-86.19483,153,668.9
46968,41.17049,-86.55179,136,46.2
46970,40.75827,-86.0614,23129,49.6
46971,40.6606,-86.16168,0,0.0
46974,40.94839,-85.93041,1565,14.5
46975,41.0718,-86.25177,13985,26.0
46978,40.8587,-86.51113,2111,12.0
46979,40.42759,-86.27737,5026,43.4
46980,40.95598,-85.74155,52,672.7
46982,41.05717,-85.8882,2653,23.0
46984,40.66777,-85.82975,7,50.5
46985,40.95485,-86.58225,1247,7.3
46986,40.49481,-85.81929,1672,18.6
46987,40.56847,-85.76722,1109,478.8
46988,40.8802,-86.23451,909,13.1
46989,40.45056,-85.48115,5403,65.0
46990,40.89851,-85.73161,437,5.2
46991,40.63034,-85.50642,1657,19.7
46992,40.78509,-85.82961,16475,39.0
46994,40.66661,-86.25766,2180,14.6
46996,41.0626,-86.65906,6231,12.7
46998,40.57536,-86.35081,196,187.8
47001,39.0579,-84.95689,10374,52.5
47003,39.55628,-84.84491,1038,27.4
47006,39.29141,-85.21365,12607,45.9
47010,39.4981,-84.83925,154,6.3
47011,38.8724,-85.06887,1533,17.8
47012,39.41892,-84.97944,10891,25.4
47016,39.37414,-84.89484,683,13.9
47017,38.93745,-85.17713,415,7.6
47018,38.98684,-85.0866,4725,24.5
47020,38.8119,-84.93221,1164,23.8
47021,38.97015,-85.14855,0,0.0
47022,39.20722,-84.95089,2837,31.0
47023,39.07255,-85.37467,2076,16.2
47024,39.47611,-85.19724,2909,17.1
47025,39.15415,-84.87461,23713,175.2
47030,39.42686,-85.13319,1574,21.1
47031,39.12872,-85.15333,5179,31.5
47032,39.08109,-85.05503,3136,31.5
47033,39.28127,-85.17232,0,0.0
47034,39.20428,-85.32739,152,454.7
47035,39.31016,-84.90394,266,261.7
47036,39.38563,-85.23972,1202,26.1
47037,39.16431,-85.31908,4289,20.8
47038,38.84588,-84.84212,800,11.4
47040,38.91703,-84.92809,5408,32.2
47041,39.23432,-85.0797,6148,30.5
47042,39.01247,-85.25484,3867,21.8
47043,38.7949,-85.10009,4851,18.2
47060,39.29828,-84.8788,6379,42.1
47102,38.75745,-85.7951,6647,61.0
47104,38.54568,-85.43665,8,0.6
47106,38.46071,-85.90326,4583,26.2
47108,38.6455,-86.25725,2003,8.3
47110,38.09541,-86.2077,656,30.1
47111,38.46604,-85.63271,17899,80.4
47112,38.19235,-86.14512,17123,40.8
47114,38.28754,-86.07335,537,215.3
47115,38.34465,-86.21655,2929,19.4
47116,38.32521,-86.61668,436,6.7
47117,38.10505,-85.97275,4352,20.3
47118,38.29788,-86.48449,4097,11.9
47119,38.36699,-85.88217,11748,108.7
47120,38.45568,-86.19075,824,16.8
47122,38.3041,-85.98303,11230,122.7
47123,38.2856,-86.47181,168,46.0
47124,38.36591,-86.00523,5514,88.4
47125,38.46341,-86.30825,1684,15.2
47126,38.54979,-85.77844,4146,43.6
47129,38.31378,-85.76874,19611,791.3
47130,38.33528,-85.69689,49192,559.7
47135,38.04108,-86.0744,1063,8.0
47136,38.23511,-85.96194,4787,66.9
47137,38.18899,-86.37626,1266,7.8
47138,38.68215,-85.59759,4646,24.0
47140,38.38063,-86.36892,2458,21.3
47141,38.54925,-85.60841,1582,18.2
47142,38.0684,-86.21042,530,6.7
47143,38.46877,-85.77314,3775,69.8
47145,38.33454,-86.30115,1782,17.2
47147,38.5942,-85.53866,1608,19.1
47150,38.28831,-85.84775,49606,425.6
47160,38.14817,-86.04711,67,61.4
47161,38.32281,-86.10366,3362,57.7
47162,38.55477,-85.48873,501,11.1
47163,38.54101,-85.67928,1293,33.6
47164,38.40462,-86.09079,3319,35.0
47165,38.50152,-86.00508,6599,32.3
47166,38.30668,-86.16901,1531,47.5
47167,38.6077,-86.09047,15573,28.2
47170,38.68734,-85.84667,15279,40.3
47172,38.39745,-85.76886,20423,324.1
47174,38.22716,-86.482,58,8.4
47175,38.35902,-86.55236,843,12.7
47177,38.59947,-85.78197,1960,31.7
47201,39.15074,-85.99432,48602,93.3
47203,39.23189,-85.83281,25106,125.8
47220,38.87786,-86.05471,6070,28.4
47223,39.0555,-85.48218,1190,10.0
47224,38.88816,-85.22474,396,6.3
47225,39.43554,-85.34424,90,253.4
47226,39.28266,-85.86907,175,764.2
47227,38.87506,-85.65678,1425,11.7
47229,38.80289,-85.86688,2971,23.5
47230,38.7946,-85.63139,1832,13.9
47231,38.89792,-85.4996,742,10.7
47232,39.11297,-85.79428,2329,28.0
47234,39.37611,-85.76837,1571,18.1
47235,39.01385,-86.14046,1658,15.0
47236,39.15181,-85.72536,298,289.6
47240,39.32394,-85.48028,21514,27.4
47243,38.67214,-85.48177,6235,72.8
47244,39.21802,-85.70232,570,12.9
47246,39.29804,-85.76606,4142,27.5
47247,39.05993,-85.88783,165,449.5
47250,38.81867,-85.3552,23013,42.0
47260,38.83596,-86.19909,1909,13.2
47263,39.30864,-85.32832,172,761.6
47264,38.96434,-86.26313,1506,6.5
47265,39.00818,-85.62685,20981,43.7
47270,38.8397,-85.71913,543,11.8
47272,39.41519,-85.61942,2100,26.3
47273,39.07472,-85.7359,1838,22.4
47274,38.96261,-85.92877,32786,58.9
47280,39.29655,-85.95047,978,348.9
47281,38.78563,-86.10324,1504,9.8
47282,38.98538,-85.6101,224,417.4
47283,39.16978,-85.58647,4085,23.6
47302,40.12992,-85.37553,25365,150.2
47303,40.27108,-85.37648,24115,160.5
47304,40.23398,-85.45973,31432,349.7
47305,40.19387,-85.38556,3570,1046.0
47306,40.20542,-85.40726,3866,5644.1
47320,40.2787,-85.2672,4486,53.1
47324,39.74119,-84.85172,262,453.5
47325,39.69395,-85.01834,578,10.1
47326,40.54597,-84.97018,1784,10.4
47327,39.8318,-85.17314,4384,30.4
47330,39.78792,-85.02226,5346,37.0
47331,39.63086,-85.16313,22769,45.9
47334,40.11267,-85.52357,3202,50.5
47335,39.81171,-85.20675,648,650.7
47336,40.39694,-85.20821,2793,23.0
47337,39.80286,-85.43736,196,646.7
47338,40.34363,-85.33977,2378,30.7
47339,39.96337,-85.09471,450,12.4
47340,40.181,-85.1318,3267,23.6
47341,39.9741,-84.89361,2513,28.8
47342,40.32184,-85.5105,2514,19.8
47344,39.87857,-85.464,162,566.1
47345,39.892,-85.04765,1465,19.6
47346,39.93442,-85.16306,4123,35.4
47348,40.45725,-85.34855,8986,29.8
47351,39.90442,-85.52001,505,741.5
47352,39.79597,-85.3637,823,9.9
47353,39.62757,-84.92057,5111,16.0
47354,40.04628,-85.19933,1122,14.9
47355,40.04376,-84.9258,2966,18.2
47356,40.03079,-85.50415,5508,38.9
47357,39.75773,-85.14795,1184,13.5
47358,40.05488,-85.11204,917,9.4
47359,40.55203,-85.28642,3688,25.0
47360,40.01677,-85.2614,1480,17.3
47361,40.00415,-85.38492,268,2123.6
47362,39.93186,-85.36998,29442,76.9
47366,39.86127,-85.26068,9,38.2
47367,40.08366,-85.39207,105,160.5
47368,40.18082,-85.20025,2118,23.3
47369,40.50714,-85.14715,1216,13.4
47370,39.81281,-85.13779,145,890.0
47371,40.41874,-84.95896,12450,21.9
47373,40.33863,-85.15356,2218,27.6
47374,39.83376,-84.88997,45186,145.6
47380,40.28553,-85.03439,1537,9.6
47381,40.38665,-84.86465,199,117.3
47382,40.23692,-84.91845,188,886.9
47383,40.15123,-85.26399,2564,31.0
47384,39.91365,-85.55352,2038,25.2
47385,39.83194,-85.44825,1700,43.9
47386,40.05277,-85.38305,1210,27.9
47387,39.83677,-85.2945,461,10.1
47388,40.0056,-85.44352,413,799.8
47390,40.20625,-84.84671,5084,25.2
47392,39.91005,-84.94394,230,153.0
47393,39.96559,-85.00325,1595,16.5
47394,40.1679,-84.98667,8137,25.7
47396,40.18661,-85.51632,7808,88.0
47401,39.08613,-86.45138,40084,187.3
47403,39.08635,-86.61082,34410,156.3
47404,39.22064,-86.5896,23614,173.5
47405,39.16761,-86.5211,1249,1838.9
47406,39.17501,-86.51516,8356,5431.8
47408,39.2283,-86.46452,21660,129.8
47420,38.91903,-86.54933,77,62.4
47421,38.86415,-86.45122,27610,57.8
47424,39.01918,-86.86998,8620,17.8
47427,39.23915,-87.01266,850,6.4
47429,39.27581,-86.61444,7402,119.1
47431,39.24052,-86.90655,1401,14.8
47432,38.49268,-86.63942,4721,23.4
47433,39.35569,-86.655,3722,18.2
47434,39.01277,-86.54569,13,695.1
47435,39.26576,-86.29516,129,9697.8
47436,38.9598,-86.38358,1649,12.1
47437,38.7135,-86.6769,16,8.5
47438,39.1582,-87.18237,4203,26.9
47441,39.03976,-87.1743,8755,51.4
47443,38.96651,-87.09059,1336,10.2
47445,39.11289,-87.18944,94,55.7
47446,38.73818,-86.52031,9259,28.5
47448,39.17531,-86.24481,7719,15.9
47449,38.92672,-86.9894,407,7.4
47451,38.89176,-86.52536,1523,535.2
47452,38.6422,-86.41901,5118,19.9
47453,38.93472,-86.76773,325,20.1
47454,38.51596,-86.45989,7529,22.5
47455,39.31271,-86.95672,34,402.7
47456,39.46314,-86.69781,1305,18.1
47457,38.91183,-86.9047,0,0.0
47458,39.07044,-86.50712,19,591.7
47459,39.11167,-86.75125,3904,25.8
47460,39.28153,-86.78951,11395,29.2
47462,38.95755,-86.64815,4949,24.3
47464,39.29995,-86.64979,316,1052.8
47465,39.05474,-87.04338,528,7.7
47467,38.76776,-86.34463,0,0.0
47468,39.27801,-86.40482,1195,15.2
47469,38.61892,-86.61172,1578,9.7
47470,38.81623,-86.64799,1441,12.7
47471,39.14253,-86.99788,3116,18.7
47501,38.66139,-87.17479,18335,50.8
47512,38.779,-87.31809,4216,34.0
47513,38.30405,-86.6995,1797,10.1
47514,38.14861,-86.59403,1414,77.5
47515,38.17769,-86.70226,1196,9.0
47516,38.7645,-87.41857,943,12.5
47519,38.5976,-86.98793,401,6.5
47520,37.99351,-86.5902,2768,13.2
47521,38.39238,-86.72941,750,13.2
47522,38.88545,-86.80543,315,5.6
47523,38.17354,-87.02934,3518,20.4
47524,38.48312,-87.61733,486,4.1
47525,38.02856,-86.55359,313,4.8
47527,38.47232,-86.77772,2230,15.5
47528,38.84447,-87.26806,514,10.1
47529,38.86386,-87.07804,1140,14.1
47531,38.04161,-86.84867,951,10.0
47532,38.2198,-86.86036,4415,23.7
47535,38.86265,-87.31285,776,62.4
47537,38.10971,-87.06888,606,11.5
47541,38.23777,-87.04673,1110,20.8
47542,38.29928,-86.96712,10034,48.8
47546,38.42071,-86.93469,22376,71.1
47550,38.06213,-86.92877,670,7.7
47551,38.12153,-86.56353,561,7.4
47552,38.10862,-86.99527,203,12.2
47553,38.65398,-86.91108,8613,24.0
47557,38.57005,-87.34132,1360,11.1
47558,38.64506,-87.04578,5252,23.7
47561,38.85705,-87.43611,1293,6.5
47562,38.83493,-86.98268,5332,31.3
47564,38.48166,-87.09566,1500,15.0
47567,38.46954,-87.30554,6187,20.7
47568,38.79121,-87.13654,579,7.0
47573,38.74418,-87.322,18,210.3
47574,37.95265,-86.56323,136,3.0
47575,38.32314,-86.81128,1118,19.2
47576,38.19089,-86.58936,676,9.7
47577,38.15004,-86.80766,1179,17.6
47578,38.89288,-87.19055,512,4.5
47579,38.11149,-86.91322,2881,96.9
47580,38.35355,-86.77008,108,9.9
47581,38.65972,-86.76908,2828,7.7
47584,38.25111,-87.25797,137,176.7
47585,38.26787,-87.16617,664,6.4
47586,38.03684,-86.69297,10994,43.7
47588,38.06959,-86.77826,881,21.9
47590,38.35314,-87.10113,550,5.2
47591,38.62136,-87.50594,25191,58.4
47596,38.86318,-87.23382,81,6.6
47597,38.64745,-87.29802,849,6.7
47598,38.3875,-87.20711,2908,16.2
47601,38.05301,-87.25526,13119,39.8
47610,38.06041,-87.39988,5695,60.9
47611,38.02474,-87.05812,899,9.4
47612,38.1946,-87.70155,784,18.7
47613,38.15413,-87.42062,2722,20.0
47615,37.97214,-86.95643,1683,17.0
47616,38.23482,-87.91038,214,1.9
47619,38.1924,-87.30742,1629,16.4
47620,37.93284,-87.90555,12533,23.2
47630,37.95615,-87.35569,39461,324.2
47631,38.10082,-87.90967,2085,13.6
47633,38.16835,-87.78736,2402,15.1
47634,37.93893,-87.1848,2101,17.2
47635,37.8862,-87.10751,5578,24.8
47637,38.13679,-87.15865,1301,8.2
47638,38.06959,-87.77489,3766,30.5
47639,38.18228,-87.57132,4633,38.7
47640,38.47708,-87.49301,882,8.9
47648,38.24611,-87.54851,4453,35.8
47649,38.35154,-87.44786,1310,11.4
47654,38.2534,-87.391,11,126.9
47660,38.29712,-87.33191,4819,21.3
47665,38.28016,-87.72738,4053,19.9
47666,38.41922,-87.60042,1411,11.1
47670,38.34355,-87.57797,11638,54.8
47683,38.27696,-87.37744,49,263.2
47708,37.97387,-87.57357,636,385.6
47710,38.02518,-87.57618,18802,847.1
47711,38.0157,-87.53606,30793,720.5
47712,37.92869,-87.65951,24999,154.0
47713,37.9475,-87.55432,9930,773.1
47714,37.95768,-87.52102,33148,1593.5
47715,37.97229,-87.48097,28476,500.0
47720,38.06065,-87.64247,17103,118.7
47725,38.10721,-87.52855,19436,136.1
47802,39.35153,-87.4106,33192,80.7
47803,39.46433,-87.30855,21702,250.8
47804,39.49756,-87.39031,10642,621.0
47805,39.54768,-87.32739,12809,94.8
47807,39.47061,-87.40262,13028,1328.4
47809,39.47136,-87.40986,1554,3836.4
47831,39.66549,-87.52177,0,0.0
47832,39.87879,-87.25463,1070,9.5
47833,39.35841,-86.97773,917,8.9
47834,39.52423,-87.12276,18773,47.0
47836,39.64924,-87.17221,0,0.0
47837,39.62929,-87.11281,876,10.7
47838,38.95679,-87.37812,3952,14.7
47840,39.40863,-87.05937,1903,14.7
47841,39.27764,-87.11492,2546,15.0
47842,39.67569,-87.462,9675,51.4
47845,39.1936,-87.23386,51,34.5
47846,39.36601,-87.20041,978,11.4
47847,39.82293,-87.48865,869,6.9
47848,39.04159,-87.26108,1319,31.3
47849,39.19196,-87.56131,561,9.4
47850,39.24441,-87.43763,2027,15.1
47851,39.5736,-87.24594,0,0.0
47853,39.53757,-87.07277,117,781.4
47854,39.80874,-87.41299,884,9.9
47855,39.18844,-87.30216,835,293.3
47857,39.52403,-87.09111,321,247.7
47858,39.26268,-87.22868,952,11.9
47859,39.88595,-87.16999,1078,9.8
47860,39.72215,-87.33013,615,348.9
47861,39.06528,-87.56658,640,5.6
47862,39.77184,-87.34527,1262,12.3
47863,39.57848,-87.45921,198,952.3
47865,39.01908,-87.39259,4,27.6
47866,39.28302,-87.3247,512,9.9
47868,39.40892,-86.89822,2870,19.1
47869,39.2751,-87.49658,6,33.9
47870,39.37016,-87.47353,0,0.0
47871,39.38978,-87.30026,479,2138.4
47872,39.75331,-87.16271,8641,19.7
47874,39.62913,-87.27792,2950,16.9
47875,39.71447,-87.52222,0,0.0
47876,39.50996,-87.46113,361,496.6
47879,39.18863,-87.37619,3120,19.5
47880,39.59976,-87.41885,14,229.1
47881,39.48722,-87.19029,253,659.6
47882,39.09034,-87.41186,8494,23.1
47884,39.62308,-87.45362,207,232.1
47885,39.50872,-87.47679,9287,43.3
47901,40.4178,-86.88995,4342,2793.9
47904,40.43835,-86.87609,16340,1094.1
47905,40.4218,-86.76418,42109,135.1
47906,40.48541,-86.98584,74283,214.7
47907,40.42474,-86.91665,0,0.0
47909,40.32357,-86.89933,42971,140.6
47916,39.98343,-87.05524,40,248.0
47917,40.46881,-87.47633,306,3.2
47918,40.30388,-87.20628,5159,14.2
47920,40.54712,-86.8195,2478,34.1
47921,40.47838,-87.37485,1131,10.5
47922,40.8762,-87.35369,1347,7.6
47923,40.61015,-86.92667,3550,15.1
47924,40.48991,-86.75759,75,122.9
47925,40.88205,-86.74477,22,228.6
47926,40.77789,-86.59707,916,9.5
47928,39.93237,-87.46501,1748,15.8
47929,40.67587,-86.9185,707,6.3
47930,40.23764,-86.74137,1113,16.6
47932,40.12764,-87.40761,5193,18.9
47933,40.03728,-86.90234,28227,46.2
47940,40.11749,-86.7447,1490,14.0
47941,40.37539,-86.77128,1047,485.7
47942,40.68791,-87.4472,789,5.2
47943,41.0594,-87.28006,967,5.6
47944,40.61067,-87.32804,3492,7.1
47946,40.98427,-86.87014,2175,9.2
47948,40.77638,-87.28676,1158,7.7
47949,40.06288,-87.13504,1563,14.7
47950,40.80175,-86.65355,828,8.9
47951,40.79049,-87.4435,2246,14.6
47952,39.96186,-87.30049,2676,9.3
47954,39.90048,-86.8178,2223,13.1
47955,40.1954,-86.86513,824,12.2
47957,41.08937,-86.8772,2067,13.3
47958,40.16452,-87.14862,196,243.2
47959,40.86603,-86.89786,2557,14.5
47960,40.78261,-86.74938,15313,50.0
47963,40.96811,-87.44371,2362,8.7
47964,40.9523,-87.2996,93,239.7
47965,39.95452,-86.91996,550,537.7
47966,39.88843,-87.41433,297,82.0
47967,40.1942,-86.99899,853,9.9
47968,39.96209,-86.74542,1283,19.0
47969,40.20355,-87.14892,250,240.9
47970,40.47423,-87.13031,2634,16.8
47971,40.52946,-87.23751,1718,11.9
47974,40.04297,-87.47356,1399,13.5
47975,40.44436,-87.25348,754,7.4
47977,40.76132,-87.15786,2606,11.6
47978,40.97991,-87.1163,10097,14.8
47980,40.75393,-86.90131,1075,7.6
47981,40.24599,-86.93128,915,10.2
47982,40.19728,-87.5268,98,288.4
47983,40.28633,-86.77345,276,915.2
47986,40.51384,-87.20719,0,0.0
47987,40.11916,-87.23428,3705,12.4
47989,39.88871,-87.05243,1243,12.0
47990,40.06118,-87.05952,1374,11.9
47991,40.28034,-87.44794,1398,18.1
47992,40.31933,-87.0519,1523,16.2
47993,40.31161,-87.41603,3667,9.8
47994,40.18233,-87.08231,510,9.1
47995,40.75861,-87.0329,1809,8.5
47997,40.66769,-86.72379,202,613.5
48001,42.63732,-82.57949,11502,233.4
48002,42.93916,-82.92601,3129,32.5
48003,42.93228,-83.04088,6045,70.2
48005,42.85022,-82.92317,5315,56.2
48006,43.0754,-82.69642,3891,21.0
48009,42.54381,-83.21765,21623,1681.7
48014,43.02466,-82.93115,4319,45.4
48015,42.48055,-83.02743,8448,1861.2
48017,42.53669,-83.15039,11271,1981.6
48021,42.46567,-82.94598,34003,2549.6
48022,43.02824,-82.81111,2517,27.5
48023,42.70102,-82.6593,4980,112.8
48025,42.52032,-83.26744,14755,708.5
48026,42.53879,-82.94964,14604,1361.6
48027,42.94466,-82.68217,3182,32.9
48028,42.58947,-82.61948,1058,23.0
48030,42.46193,-83.09769,14945,2047.7
48032,43.13278,-82.59457,1834,19.2
48033,42.46478,-83.28812,16900,714.9
48034,42.49689,-83.29102,15213,1366.3
48035,42.55615,-82.90948,33619,1476.6
48036,42.59227,-82.89971,22160,1025.0
48038,42.6054,-82.94152,44250,1566.7
48039,42.69664,-82.55052,7466,125.3
48040,42.90983,-82.48022,9942,555.4
48041,42.93861,-82.80271,4385,42.3
48042,42.68673,-82.90857,33303,565.1
48043,42.59763,-82.88208,15503,1468.1
48044,42.64988,-82.9296,58631,1677.3
48045,42.59121,-82.83017,24118,653.4
48047,42.67754,-82.77744,39825,853.8
48048,42.7417,-82.79558,11065,212.4
48049,43.0361,-82.57504,5485,59.4
48050,42.78486,-82.80139,1290,26.8
48051,42.69067,-82.82582,17716,482.1
48054,42.77054,-82.54515,7200,68.4
48059,43.08253,-82.49913,15371,187.3
48060,42.97835,-82.46297,39502,735.3
48062,42.84899,-82.79989,9273,90.6
48063,42.85581,-82.67676,4106,43.1
48064,42.76719,-82.67233,3996,41.7
48065,42.84554,-83.04072,11344,117.2
48066,42.50735,-82.93697,47240,1849.8
48067,42.49053,-83.13786,24496,2075.0
48069,42.47151,-83.14447,2607,1761.6
48070,42.48161,-83.16852,6322,1639.1
48071,42.50726,-83.10337,28411,1546.0
48072,42.49789,-83.18586,15084,2429.5
48073,42.51919,-83.16437,33427,1745.5
48074,42.9484,-82.56196,9617,99.8
48075,42.4618,-83.2299,23158,1233.1
48076,42.49754,-83.23067,24817,1350.8
48079,42.8576,-82.54721,12683,117.0
48080,42.46418,-82.90031,21799,1913.8
48081,42.4955,-82.89912,20254,1999.8
48082,42.5271,-82.88711,16164,1886.8
48083,42.557,-83.11676,23619,1058.5
48084,42.56065,-83.17559,15659,977.8
48085,42.6006,-83.11982,27371,1136.1
48088,42.51573,-82.98298,23443,2047.5
48089,42.4702,-82.99549,32126,1549.6
48091,42.4681,-83.05819,30207,1474.5
48092,42.51308,-83.05968,27867,1320.3
48093,42.51483,-83.01554,24485,1604.3
48094,42.73645,-83.03718,20638,454.8
48095,42.77977,-83.03837,5682,129.0
48096,42.76132,-82.9199,3779,40.0
48097,43.12639,-82.82955,5400,27.4
48098,42.59903,-83.1789,20658,848.6
48101,42.25976,-83.21067,28128,1541.7
48103,42.2581,-83.84333,54635,317.1
48104,42.26343,-83.71748,43762,2167.6
48105,42.33117,-83.70587,36959,288.3
48108,42.22206,-83.7317,27472,632.3
48109,42.28408,-83.72531,5722,1583.6
48111,42.17976,-83.48762,44193,255.1
48114,42.56784,-83.75537,21476,286.4
48116,42.50428,-83.78069,27817,290.8
48117,42.04984,-83.40997,10199,72.8
48118,42.31151,-84.03835,13088,58.6
48120,42.30524,-83.1718,8771,720.5
48122,42.28018,-83.17819,12605,1789.0
48124,42.29828,-83.24796,34156,1494.7
48125,42.27793,-83.26536,22156,2112.2
48126,42.32999,-83.18678,52075,2401.2
48127,42.33663,-83.28292,39943,2006.1
48128,42.32054,-83.25952,12844,2147.1
48130,42.3547,-83.90272,16849,101.6
48131,41.96553,-83.67268,8306,64.0
48133,41.78428,-83.48816,6711,95.3
48134,42.10813,-83.29556,24472,509.8
48135,42.32438,-83.34122,26910,1772.3
48137,42.46191,-84.07367,4293,38.3
48138,42.13156,-83.1586,10603,474.8
48139,42.45298,-83.80796,81,53.5
48140,41.88141,-83.58274,3370,49.4
48141,42.29349,-83.31483,25602,1580.9
48143,42.45877,-83.84701,145,1479.0
48144,41.75325,-83.62803,10275,500.3
48145,41.85122,-83.46331,2917,66.4
48146,42.24322,-83.18114,39511,2613.9
48150,42.36859,-83.37261,26749,852.3
48152,42.42597,-83.37433,30394,976.5
48154,42.39737,-83.37315,36915,1231.0
48157,41.81495,-83.43776,1204,494.1
48158,42.15564,-84.03031,7688,31.2
48159,42.02562,-83.55598,2637,31.7
48160,42.08256,-83.67978,14308,70.9
48161,41.90818,-83.47263,26556,228.7
48162,41.96045,-83.43503,28275,190.0
48164,42.1264,-83.39391,9577,122.1
48165,42.49968,-83.61623,9141,356.3
48166,41.98677,-83.29375,13746,199.5
48167,42.43455,-83.5313,23281,462.7
48168,42.40559,-83.54051,25039,493.5
48169,42.46348,-83.94955,21080,141.1
48170,42.36758,-83.53271,40573,454.3
48173,42.07638,-83.21521,12984,420.5
48174,42.20862,-83.35413,31809,301.0
48176,42.15067,-83.81477,23325,127.2
48177,41.8048,-83.58157,464,253.2
48178,42.44463,-83.66399,37303,300.3
48179,42.03882,-83.26061,3353,63.7
48180,42.22605,-83.26881,62405,1020.3
48182,41.7919,-83.57831,20705,203.8
48183,42.1361,-83.22045,41863,895.9
